src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
10.89.213.200,151.150.155.164,UDP,56741,6841,1,135,2.3,DDoS
172.19.159.124,112.49.32.71,TCP,60245,10098,40,5720,1.32,Spam
10.75.217.196,216.150.0.138,ICMP,0,0,2,232,1.87,RDP-Bruteforce
10.67.119.224,36.228.146.151,TCP,25764,42696,32,4416,4.05,Spam
10.70.147.255,39.97.86.240,TCP,42550,48260,19,1159,1.01,RDP-Bruteforce
192.168.115.54,202.70.43.217,UDP,18572,14797,13,1209,1.96,RDP-Bruteforce
192.168.12.187,103.64.34.50,TCP,13033,57858,31,4526,0.62,PortScan
10.174.149.37,136.209.213.60,UDP,34988,41991,15,1755,4.08,Benign
172.27.63.51,215.249.92.26,ICMP,0,0,13,845,4.75,PortScan
10.137.19.109,200.61.101.21,ICMP,0,0,50,6400,3.45,Spam
192.168.12.239,161.219.50.179,TCP,62283,56958,48,3744,4.69,Benign
10.114.97.47,16.51.215.232,ICMP,0,0,33,2970,4.94,SSH-Bruteforce
10.177.177.38,177.52.184.204,TCP,38896,1585,1,87,4.48,HTTP-Flood
10.199.212.107,166.77.121.95,UDP,31288,40551,16,1552,0.11,PortScan
192.168.156.153,178.136.241.33,TCP,11462,28825,34,2788,4.47,RDP-Bruteforce
10.243.94.124,201.67.36.138,ICMP,0,0,29,3741,0.19,SSH-Bruteforce
192.168.51.77,140.133.41.16,TCP,27752,1276,22,1320,1.91,PortScan
192.168.196.40,162.33.182.140,TCP,17868,13089,40,4160,1.43,HTTP-Flood
172.21.51.4,122.208.212.44,TCP,2623,55657,27,2268,2.18,DDoS
10.129.90.203,215.7.160.14,UDP,39445,53920,41,5781,1.51,DDoS
192.168.60.207,135.211.100.142,UDP,41670,7534,14,1778,2.02,PortScan
10.76.157.123,210.203.244.246,UDP,28846,64588,39,5811,2.0,DDoS
192.168.2.10,147.135.220.172,TCP,10423,37790,7,651,4.51,Spam
172.21.153.212,194.207.156.184,TCP,30183,31940,27,2214,4.48,RDP-Bruteforce
192.168.71.50,95.119.12.107,UDP,64142,15990,13,1664,1.46,Benign
172.16.226.8,175.149.97.207,TCP,2353,13018,25,1750,2.06,RDP-Bruteforce
192.168.74.219,202.101.93.224,UDP,20947,64207,25,3025,2.26,RDP-Bruteforce
10.139.194.28,152.191.136.109,UDP,22041,46446,11,682,3.21,Spam
192.168.11.20,143.50.90.231,TCP,62169,14392,5,605,3.44,SSH-Bruteforce
172.29.215.6,119.172.71.162,UDP,24197,9858,50,3800,0.55,PortScan
192.168.103.123,208.38.63.118,ICMP,0,0,31,3596,4.32,Benign
172.24.240.169,200.192.164.185,UDP,46215,22439,2,186,2.67,HTTP-Flood
192.168.71.251,1.122.202.193,ICMP,0,0,18,1962,4.58,Spam
172.25.126.22,214.59.193.215,TCP,34634,4390,9,954,4.1,SSH-Bruteforce
172.21.211.31,196.38.9.166,TCP,59954,43421,12,1788,2.41,RDP-Bruteforce
10.69.113.183,12.166.238.18,TCP,25360,4016,24,1440,4.42,RDP-Bruteforce
172.22.143.83,206.167.107.170,UDP,37148,3793,9,558,4.39,HTTP-Flood
192.168.255.4,97.230.99.123,UDP,18946,61684,33,3993,3.99,HTTP-Flood
10.250.171.65,176.83.36.2,ICMP,0,0,44,6336,1.2,PortScan
192.168.125.67,180.0.248.134,ICMP,0,0,37,3737,1.96,SSH-Bruteforce
172.25.11.194,43.30.150.6,ICMP,0,0,13,1599,4.03,RDP-Bruteforce
172.22.4.177,92.224.219.102,TCP,45314,17919,22,2310,4.54,SSH-Bruteforce
172.30.2.75,130.240.57.155,ICMP,0,0,20,1540,4.17,Benign
192.168.202.115,195.9.95.30,ICMP,0,0,23,2714,0.28,PortScan
192.168.130.6,168.122.231.250,TCP,63996,22321,18,2394,2.49,PortScan
10.57.115.113,205.32.17.205,ICMP,0,0,30,2940,0.16,RDP-Bruteforce
10.20.219.7,131.29.133.161,UDP,43685,49706,7,497,2.45,SSH-Bruteforce
10.9.7.225,95.45.86.135,ICMP,0,0,32,3872,0.15,DDoS
10.243.211.229,35.252.177.122,TCP,34484,9138,30,2490,1.49,RDP-Bruteforce
10.10.135.9,214.68.136.54,ICMP,0,0,43,5848,4.73,RDP-Bruteforce
172.16.178.164,184.129.4.125,ICMP,0,0,47,5828,1.62,Spam
10.90.251.230,162.241.9.167,TCP,12447,21133,36,3780,4.64,Spam
172.20.18.1,179.75.88.15,UDP,2336,23688,14,882,4.12,PortScan
10.189.174.244,111.224.20.24,TCP,57516,1564,29,4263,4.66,PortScan
172.31.193.125,91.17.44.226,UDP,64885,28484,23,1909,0.09,SSH-Bruteforce
172.17.42.78,4.70.132.172,UDP,31634,29326,8,776,0.85,PortScan
192.168.131.48,37.114.57.247,UDP,40542,63707,42,3570,2.55,PortScan
172.28.33.139,118.58.117.236,ICMP,0,0,29,3973,2.18,PortScan
192.168.162.128,193.140.92.84,ICMP,0,0,45,3420,3.19,PortScan
192.168.37.189,98.78.41.127,TCP,7816,41998,38,4598,1.18,SSH-Bruteforce
192.168.6.114,194.93.179.15,UDP,55716,33370,24,1896,4.46,HTTP-Flood
10.34.88.168,8.137.218.85,TCP,1671,22623,41,5371,0.84,SSH-Bruteforce
172.23.18.181,4.93.230.32,UDP,34617,11973,31,4433,3.53,HTTP-Flood
172.27.48.122,22.235.125.198,UDP,62130,22136,10,1060,4.25,DDoS
192.168.32.181,43.194.193.128,UDP,30419,50812,3,255,4.52,Spam
172.31.225.131,185.154.212.3,TCP,24651,40896,5,630,4.83,Benign
192.168.102.42,179.198.219.28,TCP,43278,41802,3,234,2.08,Benign
10.124.180.134,69.2.216.38,TCP,16322,46448,29,2030,0.55,Benign
172.17.254.127,193.3.220.54,TCP,6795,39548,8,1064,4.14,DDoS
10.31.143.206,162.27.121.178,TCP,16254,50967,29,3103,3.46,HTTP-Flood
10.36.219.199,183.80.155.237,UDP,42639,59036,12,1008,4.84,PortScan
10.233.46.152,217.204.29.101,TCP,13341,12837,2,212,0.49,Benign
172.29.246.22,142.19.182.162,ICMP,0,0,46,4186,1.32,Spam
192.168.168.217,108.77.176.103,UDP,19469,50044,43,5547,2.74,Benign
192.168.215.9,214.208.141.33,TCP,40941,47582,13,1833,4.78,HTTP-Flood
172.29.129.63,192.153.60.88,ICMP,0,0,6,492,3.5,Benign
192.168.128.96,155.102.109.65,UDP,28063,60574,18,2358,3.79,PortScan
172.29.143.206,209.124.109.92,ICMP,0,0,44,3916,1.45,RDP-Bruteforce
172.18.119.192,147.23.119.24,TCP,31237,35632,48,5856,4.9,SSH-Bruteforce
10.69.181.239,148.25.206.234,ICMP,0,0,45,4725,0.76,RDP-Bruteforce
192.168.211.212,133.155.11.121,UDP,25783,22664,48,4704,2.99,Benign
10.209.106.214,222.97.229.55,UDP,23813,16195,6,768,3.73,Spam
10.33.5.39,173.68.74.30,TCP,2056,63175,39,2535,1.76,SSH-Bruteforce
172.21.47.118,112.158.3.40,UDP,14502,49625,16,1344,0.77,Benign
172.16.222.188,214.240.12.128,ICMP,0,0,24,2664,1.95,PortScan
10.94.155.112,149.36.35.112,TCP,2850,60719,43,4042,2.95,HTTP-Flood
172.16.196.226,27.146.234.78,TCP,16968,5919,28,3752,3.92,Spam
