src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
192.168.10.250,125.162.200.202,ICMP,0,0,44,6380,4.61,HTTP-Flood
10.66.146.46,8.242.221.44,UDP,30120,40432,9,738,0.08,Benign
172.31.52.110,87.195.132.125,ICMP,0,0,31,2201,3.71,RDP-Bruteforce
172.19.44.117,203.133.232.245,UDP,12876,58581,20,1900,4.73,Spam
192.168.144.210,26.7.175.95,UDP,53622,12317,48,6816,4.67,PortScan
10.136.90.211,180.145.28.155,UDP,3657,18916,31,3875,2.29,SSH-Bruteforce
172.23.225.175,205.253.221.192,ICMP,0,0,21,2625,3.99,SSH-Bruteforce
10.12.65.48,44.233.25.178,TCP,16217,17174,30,4410,3.61,Benign
10.189.124.184,180.250.113.246,TCP,50960,22805,14,1428,2.01,HTTP-Flood
10.113.86.73,208.82.104.222,UDP,1257,62464,19,1463,3.77,Spam
172.22.103.59,134.64.183.29,ICMP,0,0,44,3564,4.49,PortScan
172.20.71.209,86.181.195.169,ICMP,0,0,7,952,0.36,SSH-Bruteforce
192.168.45.151,211.79.226.82,UDP,26452,18653,42,3780,4.16,RDP-Bruteforce
172.23.198.89,156.43.198.178,UDP,5662,3755,15,1260,4.96,SSH-Bruteforce
172.31.152.91,38.235.231.196,UDP,40139,1938,9,657,3.47,DDoS
10.29.18.47,95.140.82.131,ICMP,0,0,6,474,0.79,PortScan
10.217.225.233,1.21.237.241,TCP,65477,40904,33,4323,1.68,Spam
172.24.140.234,68.85.29.75,ICMP,0,0,7,560,2.98,HTTP-Flood
172.31.59.222,212.69.134.47,ICMP,0,0,8,592,0.06,RDP-Bruteforce
10.52.104.94,204.217.127.46,UDP,57003,59814,38,2850,4.74,PortScan
192.168.204.73,26.39.153.2,UDP,15759,42026,9,972,3.2,DDoS
10.213.46.65,125.169.57.251,TCP,32539,25026,17,1241,4.93,DDoS
10.181.16.124,29.62.179.226,UDP,8415,54325,22,2574,0.77,DDoS
10.194.159.30,132.204.109.37,TCP,18147,52670,1,92,0.21,DDoS
10.125.184.253,218.53.200.36,ICMP,0,0,34,4046,0.08,HTTP-Flood
10.199.219.4,132.24.150.225,TCP,54703,64055,5,640,4.97,PortScan
10.15.115.171,154.62.220.156,ICMP,0,0,32,3904,0.75,PortScan
172.28.88.96,138.215.80.13,UDP,48459,30360,10,1400,1.59,HTTP-Flood
172.27.157.113,204.12.123.236,TCP,9724,17838,18,2646,0.75,DDoS
172.25.30.202,135.173.126.174,TCP,42934,15144,30,4050,1.95,Benign
10.212.250.182,167.66.202.87,TCP,29843,36559,10,930,1.2,Benign
172.16.145.7,57.12.73.208,TCP,20986,33519,32,3392,2.38,SSH-Bruteforce
192.168.161.76,190.79.159.218,UDP,49489,13499,35,3780,3.9,DDoS
192.168.12.176,154.68.49.158,ICMP,0,0,19,2660,1.34,DDoS
172.18.195.212,122.174.174.57,TCP,35531,2498,38,4484,2.62,DDoS
172.27.52.193,139.251.23.122,ICMP,0,0,13,1456,1.43,Benign
192.168.128.80,90.197.101.222,ICMP,0,0,9,1125,4.17,DDoS
192.168.75.47,6.241.146.20,ICMP,0,0,25,3625,2.36,HTTP-Flood
192.168.152.25,76.251.191.15,UDP,59983,11216,42,5292,1.66,Spam
192.168.115.182,170.67.72.72,ICMP,0,0,10,680,3.84,SSH-Bruteforce
172.21.101.121,161.87.168.142,UDP,33728,47472,24,1704,4.77,PortScan
10.67.47.99,150.165.177.54,ICMP,0,0,21,2457,3.79,PortScan
192.168.165.118,210.11.166.129,UDP,22714,32221,47,6486,3.68,SSH-Bruteforce
10.10.226.104,67.158.231.49,UDP,25320,16095,16,1504,3.41,DDoS
10.28.219.8,179.83.205.40,ICMP,0,0,3,420,2.44,Benign
10.114.9.237,38.52.155.101,UDP,37155,10178,24,2784,3.51,SSH-Bruteforce
192.168.252.211,167.116.26.144,TCP,50921,24612,15,2025,1.34,HTTP-Flood
10.211.98.147,157.113.120.188,TCP,20855,20492,3,372,0.04,DDoS
172.18.204.83,122.60.199.39,ICMP,0,0,24,2760,4.77,RDP-Bruteforce
172.25.66.141,118.2.22.39,TCP,50278,7193,45,5085,4.89,Benign
192.168.240.27,207.147.164.239,TCP,21169,3486,9,1152,4.93,PortScan
172.20.153.81,187.6.122.39,UDP,7728,13811,9,909,2.86,Benign
10.70.81.193,213.2.240.149,ICMP,0,0,18,1944,0.72,Benign
172.31.72.174,205.196.45.149,UDP,13404,43443,12,1752,4.6,PortScan
172.27.188.60,38.84.77.135,TCP,58566,20736,42,4998,3.95,SSH-Bruteforce
10.170.53.32,4.51.92.40,ICMP,0,0,15,1965,1.59,Benign
192.168.129.142,219.222.113.50,UDP,13455,34042,6,642,4.34,SSH-Bruteforce
172.27.227.200,213.152.193.148,TCP,32497,54804,4,520,1.74,SSH-Bruteforce
172.28.91.20,187.23.25.233,ICMP,0,0,41,4920,4.71,PortScan
10.47.21.189,178.96.207.224,ICMP,0,0,50,3350,1.07,RDP-Bruteforce
172.17.114.234,204.162.109.12,UDP,55385,47570,23,2783,1.29,DDoS
172.20.86.146,159.174.231.146,TCP,11417,22876,34,2312,4.3,DDoS
192.168.10.144,128.46.252.7,UDP,63375,18988,38,2584,0.17,PortScan
192.168.224.87,27.50.104.2,ICMP,0,0,25,3275,4.51,HTTP-Flood
10.7.12.196,204.248.142.246,ICMP,0,0,11,1606,0.38,RDP-Bruteforce
172.18.72.155,129.202.127.112,ICMP,0,0,23,2024,4.21,HTTP-Flood
10.55.88.82,194.142.90.147,UDP,29711,18995,24,1536,2.49,SSH-Bruteforce
192.168.195.139,138.234.54.29,ICMP,0,0,7,546,2.76,PortScan
10.247.208.184,210.144.183.250,TCP,17218,10078,48,4224,4.14,HTTP-Flood
172.20.200.234,3.159.72.147,TCP,23912,1426,33,3135,2.99,Spam
172.22.103.99,218.147.204.227,ICMP,0,0,3,444,3.8,HTTP-Flood
10.145.58.84,221.210.181.143,ICMP,0,0,12,1428,1.33,RDP-Bruteforce
192.168.49.28,35.108.134.150,UDP,62701,20316,30,3210,0.57,RDP-Bruteforce
10.50.255.112,6.179.255.8,TCP,62383,2911,3,390,0.61,Benign
192.168.197.236,61.5.135.245,TCP,9249,14019,41,4305,1.5,Benign
10.135.116.188,190.121.137.129,UDP,40860,51994,9,648,2.26,Benign
192.168.196.76,41.146.98.242,UDP,44475,41958,1,70,0.87,Spam
192.168.157.61,202.120.204.120,TCP,59106,35114,2,242,0.37,SSH-Bruteforce
10.180.221.10,178.68.224.200,UDP,58407,14653,15,1590,1.99,RDP-Bruteforce
172.17.169.215,9.54.60.213,ICMP,0,0,12,900,3.96,RDP-Bruteforce
172.29.148.197,157.12.118.83,UDP,26343,50914,43,5719,2.72,SSH-Bruteforce
192.168.16.102,145.110.109.50,TCP,24335,65057,43,2924,2.31,SSH-Bruteforce
192.168.130.207,20.249.195.92,TCP,48062,45241,46,4370,4.07,HTTP-Flood
10.157.27.128,29.171.113.23,TCP,23873,49669,48,6288,3.32,PortScan
172.26.203.255,178.64.106.120,UDP,10025,63864,43,5289,1.47,Spam
10.150.25.53,63.64.152.151,TCP,60463,27819,4,380,0.55,DDoS
10.230.242.160,63.124.145.217,UDP,20819,60597,25,1950,1.93,Benign
172.28.105.83,22.84.152.6,TCP,53970,54623,11,1650,2.07,SSH-Bruteforce
172.20.72.57,156.72.172.170,UDP,47038,33032,43,3655,1.66,PortScan
10.109.8.175,151.72.244.86,TCP,8284,34674,50,3200,0.57,Spam
10.171.65.249,182.172.142.65,ICMP,0,0,15,1620,3.47,Spam
192.168.194.116,45.47.187.105,TCP,65171,26484,38,2698,0.83,DDoS
172.23.36.243,66.207.132.76,UDP,60754,61475,38,3040,1.83,PortScan
172.22.224.182,216.189.55.209,TCP,47236,34360,30,4020,1.27,SSH-Bruteforce
192.168.221.190,181.47.156.160,UDP,35059,16913,37,5106,2.72,SSH-Bruteforce
192.168.29.37,211.104.199.206,TCP,10405,42904,10,1110,2.36,Benign
192.168.246.90,26.154.188.235,UDP,28980,57784,15,1815,3.65,RDP-Bruteforce
10.223.218.177,53.189.253.175,ICMP,0,0,42,5796,2.83,HTTP-Flood
10.141.209.159,201.102.220.97,UDP,59034,49483,19,1767,2.17,DDoS
172.17.253.130,154.201.156.111,ICMP,0,0,27,2673,4.32,Benign
10.239.151.234,192.255.109.125,ICMP,0,0,50,6250,3.71,Spam
172.27.240.60,24.201.36.24,TCP,59852,39227,48,3552,3.45,RDP-Bruteforce
192.168.18.77,201.207.73.108,TCP,58549,39370,3,330,4.15,RDP-Bruteforce
172.29.174.129,40.66.104.71,UDP,2289,9040,25,3375,1.93,RDP-Bruteforce
10.225.137.215,133.231.179.254,ICMP,0,0,11,1199,1.78,HTTP-Flood
172.28.68.147,87.25.237.59,TCP,61514,15034,44,4312,3.73,Spam
172.31.62.126,53.71.120.229,TCP,38252,47563,5,375,4.17,PortScan
172.25.227.153,129.26.148.52,UDP,40285,58807,20,2060,1.56,PortScan
10.241.200.31,203.234.133.76,UDP,14632,37731,46,3404,4.86,RDP-Bruteforce
10.36.142.247,34.116.128.75,TCP,2712,33989,28,3080,2.56,SSH-Bruteforce
172.25.66.234,27.223.46.61,TCP,61817,2236,25,1575,0.19,PortScan
192.168.225.77,6.201.160.143,ICMP,0,0,26,3172,4.59,DDoS
10.19.161.228,175.174.173.142,TCP,10349,38723,34,2652,3.41,Spam
192.168.77.192,205.186.206.20,UDP,56212,17695,49,3430,0.07,Benign
192.168.128.251,177.58.35.188,ICMP,0,0,25,2275,3.9,Spam
192.168.200.77,221.34.93.49,ICMP,0,0,47,3807,2.81,DDoS
192.168.36.129,196.222.108.195,TCP,58660,5001,3,402,3.98,HTTP-Flood
